278,2011-02-26,2013-06-06
657,2011-03-14,2012-12-25
727,2015-02-15,2015-05-07
828,2013-09-17,2015-01-09
116,2015-02-14,2015-04-01
432,2012-01-05,2014-05-18
935,2012-02-12,2013-05-22
694,2012-09-20,2014-06-15
255,2011-08-07,2013-01-29
787,2014-02-23,2014-11-28
72,2010-11-19,2012-09-15
758,2014-05-03,2014-11-15
909,2012-06-18,2014-03-13
581,2012-06-21,2014-08-17
392,2012-08-12,2014-12-27
345,2012-05-27,2014-07-11
696,2012-10-12,2013-01-27
363,2010-10-24,2012-09-17
649,2012-06-21,2014-11-22
506,2012-08-13,2014-12-19
614,2014-07-04,2014-11-18
734,2013-09-13,2014-03-30
662,2012-11-18,2014-02-06
654,2012-09-18,2013-10-26
838,2012-11-09,2013-10-16
680,2012-10-28,2013-04-25
863,2010-09-06,2013-04-11
912,2012-04-16,2013-09-07
409,2012-06-24,2013-04-03
794,2013-01-10,2013-08-02
244,2011-08-02,2014-02-01
252,2012-05-20,2013-11-10
887,2012-12-15,2014-02-03
37,2014-01-12,2014-04-28
715,2011-09-16,2013-08-17
205,2012-12-16,2015-01-23
216,2014-09-03,2014-11-19
333,2014-08-21,2015-05-19
372,2012-07-21,2012-12-06
417,2013-12-30,2014-02-10
167,2013-01-29,2014-01-10
682,2014-01-12,2014-08-27
20,2014-02-11,2015-03-15
62,2011-02-22,2013-07-23
246,2012-01-06,2013-04-20
380,2013-09-15,2015-04-20
144,2012-07-08,2013-04-04
856,2014-03-24,2014-08-21
603,2013-03-07,2014-10-19
828,2013-08-27,2014-09-01
702,2012-04-30,2014-04-13
829,2013-06-20,2014-10-10
968,2014-12-23,2015-06-02
264,2011-03-23,2013-04-09
477,2011-07-13,2014-03-30
796,2011-03-22,2013-07-14
966,2013-11-09,2015-02-22
560,2011-07-03,2014-02-27
217,2011-09-29,2013-03-08
256,2012-04-21,2012-09-29
284,2010-10-26,2013-05-24
890,2013-10-03,2014-08-21
649,2012-07-13,2014-04-25
807,2011-10-20,2013-10-24
834,2013-12-21,2014-01-04
639,2013-06-30,2014-04-01
612,2011-11-01,2013-03-04
561,2013-09-08,2014-07-26
424,2012-05-06,2013-08-04
711,2014-12-15,2015-05-01
174,2013-05-05,2014-12-15
76,2011-12-09,2014-02-23
489,2012-11-13,2013-03-08
701,2013-11-25,2013-12-11
251,2013-08-07,2013-10-25
522,2010-12-13,2013-05-15
574,2010-12-16,2013-01-14
734,2013-07-14,2013-09-01
383,2014-11-19,2015-04-28
23,2011-04-03,2013-01-18
748,2014-10-19,2015-03-06
14,2014-07-31,2014-09-14
357,2014-12-02,2015-05-14
712,2012-09-26,2013-06-29
272,2011-11-20,2013-07-13
822,2014-06-02,2014-07-22
221,2012-01-10,2012-12-31
202,2012-03-28,2014-03-30
424,2011-11-10,2013-11-26
791,2013-01-08,2014-06-19
925,2010-09-26,2012-12-19
582,2011-04-21,2013-07-03
617,2011-01-19,2013-01-31
730,2014-06-26,2015-02-25
765,2012-01-28,2013-10-25
404,2013-08-04,2015-04-10
945,2014-04-22,2014-06-05
922,2014-03-12,2015-04-19
953,2014-04-23,2014-09-03
567,2010-06-30,2013-02-02
272,2013-05-30,2014-10-17
793,2012-06-05,2013-09-02
270,2013-07-01,2013-08-21
531,2011-05-04,2013-05-05
775,2011-10-09,2013-12-11
733,2011-01-22,2013-10-07
385,2012-02-12,2014-05-08
580,2010-11-18,2013-03-10
378,2011-09-27,2014-01-16
200,2013-05-23,2014-09-07
667,2013-05-30,2015-05-20
829,2012-10-13,2013-07-27
900,2012-09-13,2013-07-28
314,2013-02-13,2013-07-02
692,2013-02-11,2015-04-17
667,2011-11-22,2014-01-19
391,2014-01-25,2014-05-09
42,2015-02-27,2015-05-21
255,2013-01-25,2014-04-21
23,2014-08-27,2015-02-23
485,2013-09-08,2015-03-11
11,2012-06-24,2014-04-27
912,2012-11-03,2014-03-03
285,2013-02-12,2015-01-17
715,2014-03-28,2015-04-21
699,2011-04-15,2013-08-14
590,2012-05-05,2013-01-31
222,2012-10-03,2013-07-06
113,2012-07-13,2013-12-24
597,2011-12-30,2013-12-02
129,2012-04-01,2014-12-25
92,2012-01-11,2013-01-13
405,2012-09-17,2014-04-11
451,2013-10-09,2014-08-18
352,2010-07-18,2012-10-18
764,2013-01-03,2013-09-30
750,2011-05-25,2013-06-02
198,2013-03-30,2014-11-10
182,2010-10-26,2013-06-17
355,2011-05-06,2013-09-17
424,2011-09-02,2014-01-05
193,2014-02-02,2014-06-05
580,2010-12-18,2013-08-11
550,2013-09-03,2013-11-30
540,2011-12-20,2014-01-19
248,2014-06-24,2014-09-15
207,2012-12-29,2013-10-27
354,2011-09-02,2013-04-19
260,2012-02-10,2013-07-20
158,2012-12-22,2014-02-02
78,2012-07-11,2014-08-07
4,2013-12-12,2015-03-31
510,2012-04-04,2014-01-02
805,2011-08-19,2013-04-21
308,2011-09-27,2012-11-22
887,2013-03-04,2014-10-11
656,2014-03-15,2015-04-20
949,2013-03-30,2013-10-20
231,2013-06-10,2014-04-14
295,2014-05-15,2015-05-25
528,2013-09-17,2015-02-21
319,2011-05-22,2013-11-27
8,2012-08-03,2014-08-22
325,2014-10-01,2015-01-10
859,2013-02-13,2014-12-21
336,2012-07-09,2014-08-08
523,2011-08-07,2014-01-27
116,2014-03-18,2014-10-05
948,2013-02-16,2015-03-07
477,2012-04-16,2013-04-14
74,2012-08-04,2014-04-13
825,2012-08-13,2013-09-16
748,2010-08-28,2013-03-17
973,2012-01-07,2014-08-27
889,2012-12-12,2013-09-10
262,2012-04-25,2013-12-25
593,2012-02-21,2014-10-06
178,2012-01-17,2013-03-21
271,2012-11-02,2013-09-18
933,2013-03-08,2014-07-05
360,2012-05-28,2012-10-30
52,2012-06-24,2014-03-12
617,2014-09-08,2015-04-04
652,2011-11-05,2014-02-13
542,2011-02-18,2013-07-26
299,2012-12-29,2014-12-25
601,2012-09-09,2014-01-16
515,2012-05-23,2014-05-29
833,2014-07-18,2014-09-17
857,2014-04-30,2014-06-16
897,2014-08-04,2014-12-11
790,2012-11-13,2015-03-19
410,2013-09-18,2014-12-29
45,2012-12-22,2015-04-10
556,2011-11-07,2013-03-04
298,2014-08-04,2015-02-07
826,2011-09-12,2012-09-19
703,2012-06-19,2013-01-16
297,2013-10-14,2013-12-08
193,2012-07-19,2012-10-18
394,2013-07-28,2015-06-06
514,2011-09-01,2012-12-25
150,2010-02-02,2012-10-27
977,2013-05-28,2014-11-20
153,2013-07-07,2014-11-05
915,2012-07-24,2014-10-17
138,2011-07-30,2014-03-22
232,2013-02-04,2014-01-22
297,2012-02-27,2012-12-20
197,2011-10-07,2013-11-22
64,2013-03-19,2013-04-21
26,2015-04-12,2015-04-23
144,2013-05-22,2015-03-08
147,2013-10-14,2013-11-12
256,2013-12-06,2015-01-29
632,2011-08-19,2013-12-25
488,2012-10-31,2012-12-23
228,2013-08-04,2013-11-11
491,2011-12-05,2013-05-03
21,2013-01-12,2015-01-23
107,2012-11-28,2014-05-28
874,2012-07-09,2014-06-19
276,2011-06-05,2013-03-14
118,2011-08-08,2012-09-22
705,2015-04-18,2015-05-01
271,2011-05-04,2013-01-22
431,2013-06-15,2013-11-15
292,2012-10-14,2014-03-12
284,2012-02-01,2013-06-07
579,2012-10-06,2014-12-24
647,2012-12-23,2014-03-28
377,2014-06-20,2015-05-06
590,2011-08-19,2012-11-04
402,2013-06-04,2014-05-20
305,2014-03-26,2015-04-08
23,2011-06-02,2013-09-05
740,2011-09-25,2012-10-14
443,2011-08-13,2013-04-26
946,2012-04-05,2013-04-02
860,2011-12-08,2014-07-22
452,2013-05-14,2014-05-27
595,2013-09-07,2014-10-11
628,2013-10-05,2014-08-21
454,2012-04-22,2014-06-08
884,2012-10-28,2013-12-12
607,2013-05-01,2014-01-25
365,2013-01-19,2013-05-29
861,2012-12-27,2014-03-11
39,2012-11-20,2015-05-30
278,2012-07-21,2013-09-01
481,2012-06-07,2013-12-13
933,2012-10-10,2015-04-04
677,2013-07-13,2013-09-27
820,2011-08-28,2014-01-28
24,2011-09-23,2013-03-01
772,2012-01-15,2014-07-21
633,2014-07-14,2014-10-07
979,2013-09-28,2015-02-11
817,2013-01-24,2014-09-06
888,2013-10-11,2015-04-02
408,2014-01-26,2015-02-05
149,2012-04-28,2013-10-21
304,2013-03-20,2015-05-17
979,2012-06-22,2014-02-10
373,2013-12-11,2014-09-15
348,2014-01-06,2015-05-19
381,2012-08-05,2014-01-18
576,2013-05-22,2013-12-11
831,2012-11-12,2014-10-01
912,2012-10-23,2014-08-31
645,2011-10-02,2013-10-06
341,2012-04-10,2013-06-21
872,2013-09-05,2014-12-30
0,2013-02-23,2014-09-09
973,2012-06-17,2014-02-13
406,2012-09-29,2015-03-29
59,2011-01-10,2013-02-20
696,2014-04-29,2014-12-24
417,2010-10-05,2013-01-03
658,2014-03-27,2015-04-04
122,2011-01-29,2012-10-27
566,2012-05-19,2013-10-29
939,2013-12-01,2015-04-17
658,2013-04-21,2014-12-13
753,2011-10-22,2014-06-10
96,2013-05-09,2014-09-28
223,2011-09-03,2013-08-28
830,2014-04-08,2014-09-29
550,2011-03-05,2013-10-12
144,2011-03-30,2013-08-03
195,2012-05-04,2014-01-26
378,2011-06-15,2013-11-23
63,2013-01-07,2014-11-22
715,2013-11-22,2014-08-04
402,2013-08-08,2013-12-17
246,2013-11-24,2014-06-24
2,2010-06-08,2013-02-26
39,2012-03-13,2013-12-15
1,2011-09-11,2013-09-20
420,2014-02-10,2015-02-11
25,2010-11-15,2012-10-08
256,2012-02-21,2013-02-27
157,2012-11-29,2014-02-20
385,2011-09-04,2013-07-15
785,2011-05-20,2012-10-22
413,2013-06-10,2014-09-10
994,2014-07-08,2014-07-28
470,2013-08-16,2014-01-08
790,2012-07-06,2013-07-24
318,2013-03-23,2014-08-02
582,2012-02-25,2014-09-25
504,2013-03-17,2015-01-11
597,2014-12-15,2015-01-28
130,2014-01-17,2015-01-20
807,2012-07-20,2015-01-08
498,2013-04-11,2013-05-19
961,2012-05-06,2013-11-09
327,2012-04-04,2014-06-04
484,2014-07-04,2015-04-23
929,2012-09-16,2012-12-13
93,2011-12-27,2014-06-25
385,2014-09-20,2014-11-22
990,2013-03-30,2014-10-05
939,2010-12-07,2013-08-22
425,2012-12-22,2015-01-13
726,2012-09-23,2013-12-17
701,2015-01-05,2015-03-06
623,2013-04-11,2014-01-27
869,2012-02-20,2014-06-18
475,2012-06-18,2012-11-06
361,2011-06-15,2013-07-26
355,2014-01-04,2014-02-24
627,2012-01-18,2013-08-14
317,2014-07-04,2014-08-08
965,2012-02-12,2013-11-03
915,2012-12-15,2015-01-12
351,2013-07-19,2014-02-19
432,2010-12-25,2013-06-03
503,2012-12-27,2013-10-17
938,2012-10-23,2014-09-14
780,2012-03-28,2013-05-22
881,2013-07-14,2015-04-11
990,2012-11-02,2013-12-31
82,2012-07-24,2013-06-18
925,2012-06-26,2013-05-07
733,2014-08-21,2014-11-22
677,2013-04-07,2013-11-20
731,2012-07-26,2015-02-02
386,2013-07-30,2015-05-30
594,2010-10-06,2012-12-12
912,2012-08-28,2014-06-22
227,2013-05-17,2015-01-03
434,2010-07-15,2013-03-12
515,2014-01-29,2015-03-15
432,2013-11-02,2014-05-20
616,2012-08-30,2015-03-27
933,2011-07-25,2013-01-26
381,2011-10-30,2013-06-09
837,2013-09-29,2013-12-02
313,2012-04-08,2013-11-22
430,2012-10-25,2015-04-04
88,2012-02-26,2014-01-03
33,2012-11-28,2014-07-19
105,2014-08-19,2014-11-02
413,2014-03-30,2014-05-04
333,2012-05-22,2014-03-05
847,2014-03-23,2015-04-27
635,2013-04-29,2013-06-09
408,2012-06-06,2013-07-01
596,2012-01-18,2013-04-23
892,2013-06-09,2013-08-10
176,2012-05-30,2014-10-08
921,2013-07-17,2014-07-31
585,2014-02-22,2014-05-15
332,2012-07-11,2013-05-06
739,2012-08-12,2014-04-19
455,2013-09-08,2014-04-28
225,2012-08-22,2014-06-05
519,2013-05-24,2013-11-06
795,2013-03-19,2014-07-13
519,2015-03-18,2015-04-16
117,2010-10-09,2012-12-24
551,2014-05-23,2014-09-25
23,2014-02-13,2015-02-01
864,2013-07-21,2015-04-03
650,2012-09-06,2013-09-27
118,2012-03-20,2014-02-23
453,2011-07-09,2013-06-19
769,2012-12-16,2013-10-26
436,2012-06-04,2014-01-04
131,2014-04-24,2014-12-30
647,2012-07-17,2013-07-03
270,2011-10-15,2013-06-05
79,2011-10-07,2013-06-24
758,2012-11-26,2013-08-31
918,2011-11-25,2013-09-18
490,2012-07-30,2014-02-19
105,2013-01-13,2015-03-08
617,2010-12-31,2012-10-17
196,2012-12-10,2014-09-05
168,2012-11-16,2015-01-26
467,2011-03-29,2013-11-17
148,2012-06-03,2013-05-20
37,2010-09-02,2012-10-19
801,2013-11-10,2015-03-14
255,2012-01-28,2014-05-14
569,2011-05-25,2012-11-08
72,2010-03-29,2012-09-22
240,2013-11-05,2015-02-11
777,2010-11-19,2013-06-23
467,2013-09-16,2014-08-15
295,2013-05-21,2013-10-26
2,2011-02-13,2013-08-21
357,2012-07-07,2013-12-05
541,2012-06-24,2013-09-28
70,2010-08-01,2013-03-01
934,2011-01-23,2013-05-03
769,2013-08-29,2014-06-03
284,2012-03-25,2012-11-17
520,2012-07-29,2014-06-16
282,2012-07-16,2014-04-20
915,2012-05-29,2014-05-03
967,2012-12-13,2013-05-02
84,2011-01-09,2013-09-18
411,2012-09-09,2012-11-15
9,2013-07-08,2013-10-12
558,2013-05-05,2014-08-13
177,2012-04-16,2014-08-03
867,2014-03-11,2014-10-07
211,2011-12-15,2014-08-18
149,2014-05-16,2014-10-02
215,2012-12-25,2013-11-09
979,2012-11-28,2013-04-08
295,2013-03-09,2015-03-09
970,2014-04-10,2015-05-23
753,2010-06-26,2012-12-01
714,2011-02-06,2013-10-20
525,2012-04-18,2013-09-13
80,2013-04-02,2013-05-31
335,2012-07-12,2014-12-31
808,2011-05-31,2013-07-04
897,2014-04-18,2014-05-03
823,2012-05-11,2014-12-12
251,2011-04-05,2013-04-23
358,2012-08-14,2014-07-22
601,2013-10-20,2013-11-28
289,2013-02-19,2014-11-26
771,2013-06-07,2014-01-12
237,2011-12-18,2013-08-04
648,2013-04-27,2014-07-21
713,2013-08-19,2014-05-30
832,2011-07-25,2013-05-19
266,2012-07-31,2013-03-24
539,2010-03-03,2012-11-02
601,2014-06-30,2014-12-10
776,2011-03-30,2013-11-15
859,2013-12-22,2015-02-01
724,2012-10-13,2014-10-27
846,2012-08-05,2013-09-21
89,2011-10-29,2012-12-07
93,2010-07-16,2012-12-11
204,2013-06-07,2014-04-16
643,2011-02-06,2012-12-12
643,2012-03-30,2013-07-17
493,2012-11-24,2014-03-01
751,2012-02-11,2013-11-19
402,2011-09-09,2013-10-28
310,2013-12-13,2015-01-20
179,2013-07-27,2014-08-21
845,2013-10-16,2014-05-31
460,2012-10-07,2013-01-28
151,2012-11-22,2014-12-02
969,2012-12-18,2012-12-31
197,2012-05-11,2014-11-19
110,2011-09-05,2014-03-12
197,2013-02-27,2013-06-02
297,2013-04-12,2014-04-07
452,2010-12-07,2012-12-08
747,2013-02-09,2014-09-28
387,2013-12-26,2014-02-28
209,2014-08-01,2014-09-02
444,2012-08-28,2015-03-20
946,2012-10-25,2013-11-07
982,2011-07-11,2013-09-01
571,2013-06-10,2015-04-04
912,2011-09-01,2013-04-06
469,2013-03-16,2015-04-29
260,2012-11-05,2013-06-05
549,2010-08-03,2012-11-09
69,2014-02-02,2014-04-25
289,2014-02-07,2014-06-20
663,2012-08-04,2013-09-28
980,2011-12-31,2014-02-05
516,2011-04-05,2013-08-09
918,2012-07-14,2015-02-09
113,2013-07-13,2013-11-14
729,2011-11-03,2014-05-14
164,2014-01-15,2014-04-16
435,2012-07-16,2015-03-16
589,2012-04-14,2013-05-14
889,2014-04-24,2014-04-30
709,2012-12-06,2015-01-23
492,2012-02-20,2014-06-10
205,2012-08-24,2013-07-02
395,2012-11-09,2014-04-12
602,2011-05-19,2013-03-03
953,2012-06-15,2014-07-14
819,2013-05-12,2015-04-26
516,2011-05-14,2013-09-29
247,2010-12-30,2013-09-16
660,2011-09-18,2013-05-11
476,2010-02-09,2012-10-17
789,2013-08-31,2014-10-20
940,2012-02-13,2013-01-22
437,2013-06-19,2014-11-27
460,2013-12-13,2014-11-28
859,2011-05-03,2013-10-05
588,2013-05-03,2014-03-18
37,2013-10-21,2014-04-20
563,2014-09-30,2014-10-18
457,2014-07-07,2015-01-08
878,2012-11-02,2013-09-13
393,2011-08-02,2013-01-07
462,2012-08-08,2013-08-12
452,2013-04-06,2013-11-12
948,2012-03-30,2013-05-05
272,2013-07-20,2013-11-04
68,2012-06-04,2014-08-16
235,2012-05-21,2014-01-21
42,2012-11-22,2015-03-04
513,2013-04-08,2013-12-04
976,2014-06-13,2014-08-03
315,2012-01-18,2013-05-17
760,2012-12-26,2014-04-14
866,2012-01-16,2013-03-13
571,2010-11-28,2013-04-24
603,2012-07-10,2013-08-23
499,2013-06-06,2015-01-17
924,2011-09-01,2014-04-16
439,2014-03-07,2014-07-25
708,2014-07-05,2015-03-30
0,2012-07-25,2014-04-06
643,2012-12-09,2014-02-23
823,2012-04-24,2014-11-05
408,2011-09-29,2014-03-15
887,2011-07-22,2014-03-30
65,2011-05-11,2013-02-26
114,2011-06-04,2014-01-09
450,2012-06-02,2013-10-31
151,2013-10-16,2014-01-22
864,2010-09-19,2012-10-20
881,2013-01-11,2014-02-15
595,2012-07-15,2014-07-14
378,2010-09-02,2012-12-13
937,2012-05-19,2013-12-20
128,2012-08-11,2015-01-13
664,2011-07-11,2013-01-25
413,2012-01-19,2012-12-13
346,2013-03-16,2013-08-31
751,2011-10-23,2014-01-03
423,2013-04-08,2014-06-12
292,2014-05-06,2015-05-11
91,2011-06-19,2012-09-28
691,2013-11-10,2014-02-17
816,2010-06-28,2013-02-21
221,2010-07-16,2012-11-07
756,2011-02-04,2012-11-22
15,2010-07-16,2013-04-04
237,2011-06-22,2013-10-09
240,2011-05-05,2013-06-25
42,2011-10-10,2014-06-07
910,2012-09-26,2014-07-29
900,2013-09-11,2014-07-19
337,2013-02-24,2013-07-13
14,2013-01-13,2015-03-18
465,2013-06-27,2014-01-09
845,2010-06-28,2012-12-21
920,2013-01-04,2013-08-25
386,2012-07-20,2014-11-06
132,2014-11-15,2014-11-24
838,2011-12-08,2014-07-03
169,2010-10-23,2013-02-19
494,2011-09-24,2014-02-27
669,2012-02-28,2013-02-23
288,2012-08-16,2013-01-19
772,2011-09-23,2012-12-15
819,2011-10-25,2014-02-13
625,2010-11-03,2013-04-01
587,2013-03-02,2013-09-20
252,2010-08-30,2013-05-03
627,2013-02-07,2013-02-15
600,2013-06-21,2013-08-25
592,2015-03-21,2015-05-30
523,2014-09-15,2015-04-12
636,2012-08-08,2013-04-13
412,2012-10-19,2015-04-05
770,2012-11-02,2013-12-07
489,2013-08-23,2015-03-22
2,2012-01-18,2013-07-04
668,2012-10-15,2013-09-04
282,2013-03-21,2014-07-02
13,2012-02-15,2013-05-04
621,2013-10-16,2015-05-31
457,2013-01-09,2015-01-30
644,2013-11-25,2015-04-02
879,2013-12-22,2014-07-22
505,2013-06-05,2013-11-11
514,2011-09-10,2014-05-09
119,2014-04-13,2014-10-06
903,2014-03-28,2014-07-26
397,2011-11-26,2013-06-18
860,2013-05-13,2013-06-01
953,2013-10-30,2015-01-26
324,2013-12-22,2015-05-15
476,2011-02-01,2012-10-05
474,2012-01-21,2012-09-12
857,2012-10-16,2013-06-05
621,2011-10-13,2014-05-13
253,2011-09-09,2014-02-14
604,2012-02-27,2012-10-01
21,2011-09-06,2014-04-06
182,2013-04-09,2015-06-06
456,2011-11-07,2014-07-23
153,2012-12-10,2014-09-04
937,2014-05-29,2014-08-01
120,2013-03-21,2013-06-07
812,2013-08-14,2014-04-09
321,2013-11-16,2015-01-08
463,2013-10-03,2014-01-26
778,2013-05-25,2014-01-17
622,2014-06-11,2014-11-04
138,2010-08-24,2013-01-30
914,2013-12-22,2014-07-22
925,2013-01-01,2014-08-24
497,2012-02-26,2013-03-28
190,2011-10-17,2014-06-27
928,2014-01-18,2014-08-28
262,2012-01-27,2013-01-30
273,2011-10-04,2013-01-10
700,2011-12-13,2014-07-22
600,2013-11-14,2013-12-28
192,2011-11-18,2013-07-23
131,2012-07-12,2012-09-28
576,2013-09-07,2013-09-10
14,2011-11-24,2013-02-05
595,2012-06-12,2014-06-30
786,2014-08-18,2014-12-05
307,2013-03-23,2014-01-06
439,2012-03-27,2013-11-12
240,2012-05-14,2013-01-25
988,2014-08-23,2014-09-04
574,2013-04-05,2015-03-21
284,2013-02-15,2015-05-27
53,2011-11-23,2013-06-18
235,2011-06-22,2013-03-15
190,2011-03-22,2013-08-31
173,2014-07-03,2015-01-05
308,2013-11-30,2014-03-12
162,2011-11-05,2013-10-03
193,2012-01-13,2014-05-16
749,2011-04-15,2013-09-20
546,2013-07-18,2013-08-30
161,2012-10-25,2012-10-31
432,2012-07-23,2014-08-11
558,2013-04-11,2014-04-09
217,2010-03-25,2012-12-05
129,2012-05-20,2014-06-25
701,2011-03-16,2013-08-16
944,2013-04-25,2014-03-15
769,2013-06-10,2014-04-09
571,2012-11-26,2014-11-30
255,2012-07-01,2013-09-18
500,2012-07-03,2013-10-04
414,2012-06-30,2014-10-17
923,2010-05-21,2012-10-10
853,2012-03-22,2014-04-12
691,2013-09-19,2014-05-09
242,2014-05-05,2015-02-24
439,2013-03-30,2015-06-08
436,2012-05-15,2013-11-08
943,2015-03-19,2015-05-29
855,2012-07-12,2013-09-02
619,2012-11-17,2013-06-20
783,2013-01-03,2014-04-10
174,2011-12-13,2013-09-05
263,2013-04-20,2014-05-07
819,2012-07-01,2013-03-02
725,2011-09-06,2012-12-18
674,2012-10-27,2013-10-20
649,2014-03-10,2015-04-05
208,2012-11-13,2013-08-17
441,2010-12-23,2013-01-15
0,2011-05-06,2013-12-14
156,2015-03-19,2015-03-19
819,2010-01-12,2012-10-06
788,2013-06-11,2014-03-20
950,2013-01-24,2014-05-19
143,2010-01-11,2012-09-27
23,2012-05-23,2012-11-17
138,2012-10-07,2015-06-02
186,2011-05-04,2013-01-11
32,2011-12-23,2014-03-27
639,2010-12-28,2012-09-12
141,2014-10-09,2015-05-21
672,2014-10-23,2014-12-20
551,2013-02-05,2014-06-24
947,2012-09-01,2013-05-23
373,2013-02-02,2013-04-15
139,2012-03-20,2014-08-14
342,2013-08-07,2014-06-03
443,2013-03-07,2014-04-15
943,2011-12-26,2012-10-31
202,2011-08-16,2013-08-08
51,2012-08-01,2013-05-26
568,2011-11-27,2013-09-26
577,2013-07-29,2014-12-23
122,2012-06-22,2014-11-22
666,2012-11-17,2014-01-31
667,2010-06-06,2012-09-13
534,2011-06-01,2013-10-04
193,2011-11-19,2013-06-03
690,2012-08-17,2015-04-21
243,2012-11-07,2013-03-03
784,2013-09-11,2014-07-05
354,2015-02-06,2015-04-16
441,2011-09-06,2012-10-21
